StartTime: 2021-08-05 11:43:50.371,,,,,,,,,,,
address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50,07:24.0,-0.6489,0.7588,-0.0469,-1.5869,0.9766,-1.0986,94.2517,39.5453,31.5033,0
0x50,07:24.0,-0.6431,0.7646,-0.0508,-1.5259,2.9297,-0.4883,94.2682,39.5563,31.6296,0
0x50,07:24.0,-0.6274,0.7759,-0.0615,-2.3193,3.0518,-0.5493,94.2737,39.5508,31.7725,0
0x50,07:24.0,-0.603,0.7573,-0.0669,-2.6245,5.249,-0.7324,94.3176,39.5453,31.9757,0
0x50,07:24.0,-0.6494,0.7725,-0.0674,-2.8076,6.1646,-1.2817,94.3726,39.5673,32.1844,0
0x50,07:24.1,-0.6597,0.7607,-0.0645,-2.8076,4.0894,-1.1597,94.389,39.6002,32.3273,0
0x50,07:24.1,-0.6538,0.7476,-0.0669,-2.1362,5.4932,-0.5493,94.4495,39.6167,32.4976,0
0x50,07:24.1,-0.6729,0.7422,-0.0654,-1.5259,5.5542,-0.061,94.5154,39.6387,32.6569,0
0x50,07:24.1,-0.6865,0.7515,-0.063,-1.0986,2.5024,0.1221,94.5374,39.6661,32.7338,0
0x50,07:24.1,-0.6597,0.7505,-0.0591,-0.7935,-1.0986,0.6714,94.4989,39.6716,32.7283,0
0x50,07:24.2,-0.647,0.7549,-0.0674,-0.1831,-2.0752,1.0376,94.4659,39.6661,32.7118,0
0x50,07:24.2,-0.6489,0.7612,-0.0781,0.1221,-2.5635,0.9155,94.444,39.6606,32.6788,0
0x50,07:24.2,-0.6411,0.7632,-0.0801,0.4272,-2.5024,0.9155,94.4275,39.6497,32.6569,0
0x50,07:24.2,-0.6157,0.7632,-0.0747,0.4883,-0.3052,1.0376,94.444,39.6167,32.7063,0
0x50,07:24.2,-0.6279,0.7671,-0.0752,0.4883,1.8921,1.1597,94.4989,39.5892,32.7997,0
0x50,07:24.3,-0.6367,0.7793,-0.0703,0.3662,0.4272,0.7324,94.5209,39.5673,32.8601,0
0x50,07:24.3,-0.625,0.7783,-0.0684,0.6714,-1.4038,0.8545,94.5154,39.5398,32.8766,0
0x50,07:24.3,-0.6172,0.7651,-0.0645,1.4038,-2.0142,1.1597,94.5154,39.5123,32.8766,0
0x50,07:24.4,-0.6387,0.7637,-0.0542,2.8687,-2.8687,0.7935,94.5154,39.5068,32.8381,0
0x50,07:24.4,-0.6294,0.7764,-0.0366,2.9297,-5.0049,0.4883,94.4714,39.4958,32.7557,0
0x50,07:24.4,-0.6094,0.7817,-0.0327,2.7466,-4.4556,0.3052,94.4275,39.4794,32.7063,0
0x50,07:24.4,-0.6284,0.7891,-0.0273,1.8311,-3.6011,0.3662,94.3781,39.4629,32.6678,0
0x50,07:24.4,-0.6172,0.7949,-0.043,0.2441,-0.9766,-0.1221,94.3451,39.4464,32.6843,0
0x50,07:24.4,-0.606,0.7808,-0.0635,-0.6714,3.1738,-0.6104,94.3726,39.4354,32.8052,0
0x50,07:24.4,-0.6323,0.7754,-0.062,-0.9155,5.4321,-0.8545,94.4385,39.4354,32.981,0
0x50,07:24.5,-0.6538,0.7681,-0.0679,-0.6714,4.6387,-0.8545,94.5099,39.4519,33.1403,0
0x50,07:24.5,-0.6357,0.771,-0.0732,-0.4883,1.5869,-0.6104,94.5483,39.4629,33.2391,0
